SaO2,EMG,ABDO RES,Start Time,End Time,Apnea/Hypopnea
94.1405355916686,1.8663749317441893,-0.033523806717458714,2040,2070,0
94.1405355916686,1.817205948281645,-0.026501032244838508,2070,2100,0
94.17959868772415,1.6755804041157865,-0.028714402503196183,2100,2130,0
94.25772487983522,1.8343184481983679,-0.022968379456066824,2130,2160,0
94.66137687240916,1.773822854984175,-0.03813817370600646,2160,2190,0
94.37491416800185,1.8719701491381973,-0.036703806679062874,2190,2220,0
93.90615701533535,1.8461882580832827,-0.03184109487473111,2220,2250,0
93.43739986266883,1.8816942081709234,-0.02479039012160655,2250,2280,0
93.69782050303911,1.8721347446249632,-0.026410437683535674,2280,2310,0
93.9582411434094,1.7026829798532863,-0.04152677353685426,2310,2340,0
94.08845146359454,1.8947626151737758,-0.021364195566239252,2340,2370,0
94.1405355916686,1.8080623588423528,-0.02424706931565784,2370,2400,0
94.7915871925943,1.7968196570419623,-0.041122072043260974,2400,2430,0
94.1405355916686,1.6078524773377494,-0.016230264228046333,2430,2460,0
94.37491416800185,1.8188523886945456,-0.04268252175960973,2460,2490,0
94.53116655222402,1.6779366560508078,-0.05820964231723348,2490,2520,0
95.44263879352003,1.536480574265963,-0.021183653538606375,2520,2550,0
95.46868085755705,1.4993396502093903,-0.014274127996119117,2550,2580,0
94.76554512855728,1.653002080157147,-0.03246449795895946,2580,2610,0
94.72648203250174,1.9992166292228062,-0.035769651467750636,2610,2640,0
94.14053559166858,1.813287840571383,-0.021794173226435908,2640,2670,0
93.9582411434094,1.741279016176204,-0.030554092555649736,2670,2700,0
93.80198875918722,1.8614206154236284,-0.043010404255373946,2700,2730,0
94.21866178377968,1.8176775206836875,-0.03599793685811991,2730,2760,0
94.30980900790928,1.7516861182549195,-0.030867592176660498,2760,2790,0
94.29678797589077,1.8233788457667317,0.03912993296635635,2790,2820,0
94.60929274433511,1.7856503888024546,-0.08261806839463919,2820,2850,0
95.7942066580199,1.809518438227511,-0.04175954692537282,2850,2880,0
94.17959868772414,1.8529456358083576,-0.013687613722944232,2880,2910,0
93.6847994710206,1.612843948299203,-0.079517702606325,2910,2940,0
92.72124310165054,1.7931947721603079,0.11728747248530481,2940,2970,0
89.62223748124416,1.7261881287505878,0.02284677654783333,2970,3000,0
92.73426413366903,1.7772074276231382,-0.05401166314677746,3000,3030,0
93.85407288726128,1.773288370411668,0.29885502075436876,3030,3060,0
94.07543043157602,1.5395317406881854,-0.07234484981973646,3060,3090,0
94.63533480837214,1.8535275828203206,-0.016495577560725824,3090,3120,0
94.19261971974265,1.5255954637165772,-0.019027307307113026,3120,3150,0
93.88011495129831,1.4677298053039658,-0.15045423674463113,3150,3180,0
92.99468477403934,1.849408798057786,-0.004927863090249884,3180,3210,0
93.8670939192798,1.9010119066566717,-0.06526966202280732,3210,3240,0
95.20826021718676,1.6839759096510738,-0.0006429196162914541,3240,3270,0
93.19000025431706,1.3956640458148768,-0.10330160588169052,3270,3300,0
93.61969431092801,1.5002318307887172,-0.08084653258471104,3300,3330,0
95.13013402507568,1.8228064910761046,0.1885014770867653,3330,3360,0
96.38015309885304,1.3942188503733675,-0.07164629131443763,3360,3390,0
92.94260064596529,1.3923812547687717,0.005164939810057009,3390,3420,0
92.70822206963203,1.5805999854367776,0.10940072107663784,3420,3450,0
94.71346100048322,1.669409015008403,-0.10398738969610491,3450,3480,0
94.89575544874242,1.8067237096468112,-0.07600014146941707,3480,3510,0
95.26034434526082,1.8258845304971159,0.08832482026701201,3510,3540,0
95.31242847333488,1.740970595236464,-0.002828003628029302,3540,3570,0
94.94783957681648,1.7982591022781933,-0.06340863939783985,3570,3600,0
94.7004399684647,1.3808398845869017,0.005849313048558678,3600,3630,0
94.12751455965008,1.716518355841601,-0.006571289875907328,3630,3660,0
93.8670939192798,1.2980341020661543,-0.018419929704797788,3660,3690,0
89.33577477683683,1.8352875689417718,-0.10647510716876722,3690,3720,0
87.47386892500194,1.963986569770188,0.09742233037089856,3720,3750,0
81.4714783449048,1.8195981822489995,-0.040075799399310864,3750,3780,0
94.01032527148345,1.800796846017168,-0.05093206505021622,3780,3810,0
93.67177843900208,1.8661396531953836,0.004982101276228831,3810,3840,0
91.71872536303758,1.830134813137113,-0.05803534768398958,3840,3870,0
88.33335876503652,1.8665648413993001,-0.030464752639558515,3870,3900,0
94.80460822461282,1.801286207828113,-0.027357747576054272,3900,3930,0
94.11449352763157,1.7649044838224972,-0.034855639087257875,3930,3960,0
93.9582411434094,1.7901091818974098,-0.03955211967366456,3960,3990,0
93.98428320744642,1.6580621318348576,-0.01712941075199614,3990,4020,0
93.56761018285397,1.7073145327500505,-0.028960745527243408,4020,4050,0
94.53116655222402,1.7923540724662643,-0.04138570858497691,4050,4080,1
93.4113577986318,1.797942913913576,-0.03504725951345116,4080,4110,0
94.06240939955751,1.7920658485195866,-0.01687370209930796,4110,4140,0
93.72386256707614,1.8109823205011744,-0.033953024966162884,4140,4170,0
93.82803082322424,1.7426800711677493,-0.04000320773234858,4170,4200,0
93.54156811881694,1.8411152846865741,-0.01733530510836698,4200,4230,0
93.51552605477991,1.830219647189691,-0.032321080466428787,4230,4260,0
93.56761018285397,1.8306790193803908,-0.03965282005367287,4260,4290,0
93.64573637496505,1.8166821317677715,-0.027588394480788557,4290,4320,0
93.593652246891,1.79166841206651,-0.03238296649829304,4320,4350,0
93.80198875918722,1.7922632230888442,-0.020280381442143544,4350,4380,0
93.56761018285397,1.7891362451314388,-0.030985478329466788,4380,4410,0
93.64573637496505,1.7954603233983046,-0.030370259682972786,4410,4440,0
93.74990463111317,1.8104535492838336,-0.04347046559576898,4440,4470,0
93.56761018285397,1.7947772189878708,-0.032151044295894556,4470,4500,0
93.80198875918722,1.8157100130454393,-0.02779648987224746,4500,4530,0
94.06240939955751,1.812461480836441,-0.031170159058605082,4530,4560,0
93.61969431092803,1.7995253365570985,-0.022020432761416638,4560,4590,0
93.69782050303911,1.7981536994673522,-0.027881860778426595,4590,4620,0
93.90615701533534,1.7967819541815688,-0.03814835795824142,4620,4650,0
93.78896772716871,1.8052345410875057,-0.0265992556628072,4650,4680,0
94.03636733552048,1.7951583647275784,-0.03317296065038382,4680,4710,0
93.93219907937237,1.8221731301879107,-0.031493270790874175,4710,4740,0
94.06240939955751,1.8186170331965985,-0.024198035137341825,4740,4770,0
94.01032527148345,1.8029713441722313,-0.02741348545577445,4770,4800,0
93.90615701533534,1.8020391597039018,-0.029669668441913512,4800,4830,0
93.80198875918722,1.7892566185065761,-0.03069370324543626,4830,4860,0
93.98428320744642,1.8084290912584662,-0.037648563863029866,4860,4890,0
94.06240939955751,1.786219191852336,-0.020570005170238697,4890,4920,0
94.03636733552048,1.805622308504991,-0.03774769273619318,4920,4950,0
93.9582411434094,1.786211363626805,-0.02929860584190713,4950,4980,0
93.98428320744644,1.7756418180093219,-0.03328982998707825,4980,5010,0
93.69782050303911,1.7951148342854997,-0.0331871218212416,5010,5040,0
94.03636733552048,1.7911545563702016,-0.028704231011147014,5040,5070,0
93.9582411434094,1.805400370852052,-0.03338900923955159,5070,5100,0
93.72386256707614,1.81182282104276,-0.0173574194213096,5100,5130,0
93.80198875918722,1.7953375319606397,-0.03867995116641647,5130,5160,0
93.9582411434094,1.8130286942468525,-0.033593476090287,5160,5190,0
93.93219907937237,1.7846043052953073,-0.027141072058760186,5190,5220,0
94.1405355916686,1.7801077652537276,-0.026271866228725977,5220,5250,0
93.93219907937237,1.8038132117817378,-0.03094280585521497,5250,5280,0
93.93219907937237,1.798675351157737,-0.025065483078975662,5280,5310,0
93.90615701533532,1.7950397392302366,-0.028181111979456948,5310,5340,0
93.74990463111317,1.7997895860971513,-0.03124056109071527,5340,5370,0
93.93219907937237,1.7862050789892263,-0.03689765477853578,5370,5400,0
94.08845146359454,1.7951952278470917,-0.030055012787885835,5400,5430,0
93.7759466951502,1.7892599574301995,-0.023612657071217662,5430,5460,0
93.38531573459477,1.7781930665277355,-0.04234577716204,5460,5490,0
94.03636733552048,1.815130628730215,-0.024001020471220057,5490,5520,0
94.11449352763157,1.7963579410939934,-0.02358170595822499,5520,5550,0
93.67177843900208,1.7656950718032982,-0.03103168825697883,5550,5580,0
94.03636733552048,1.801069028954958,-0.040245804859296984,5580,5610,0
93.98428320744641,1.7890360899453321,-0.02720785798753224,5610,5640,0
93.98428320744641,1.793398186324519,-0.033738761388037136,5640,5670,0
93.69782050303911,1.8086673279269878,-0.032980576627747456,5670,5700,0
93.88011495129831,1.5380597127857831,-0.06394540526218156,5700,5730,0
94.06240939955751,1.6369572580000011,-0.04061313618757222,5730,5760,0
94.049388367539,1.769942287703774,0.0014091502955422414,5760,5790,0
94.36189313598334,1.7837752225967638,-0.03297376027384958,5790,5820,0
94.19261971974265,1.7953687173907906,-0.02932802870649827,5820,5850,0
94.08845146359454,1.7335196324606248,-0.020400312538163653,5850,5880,0
87.55209684392567,1.70812092307511,-0.05282512822809522,5880,5910,0
93.64573637496505,1.7923610274805895,-0.03275231261716695,5910,5940,0
93.67177843900208,1.7845529687855832,-0.022199544683825553,5940,5970,0
93.593652246891,1.8044008422123812,-0.025288213010323305,5970,6000,0
93.74990463111317,1.798535500869085,-0.04417929457113105,6000,6030,0
93.9582411434094,1.7988566722580475,-0.012254836524902533,6030,6060,0
93.90615701533534,1.7825031524944377,-0.0313449945458077,6060,6090,0
94.1405355916686,1.7907691461462079,-0.04668760159618374,6090,6120,0
93.88011495129831,1.7870231895051443,-0.012015127475592783,6120,6150,0
93.41135779863178,1.8086086784762223,-0.04853076792544817,6150,6180,0
94.10147249561305,1.7814779889821974,-0.011915408825709524,6180,6210,0
93.80198875918721,1.7739086647253564,-0.04171671476997988,6210,6240,0
93.80198875918722,1.812028444627699,-0.02171755093096106,6240,6270,0
93.74990463111317,1.793071866374585,-0.03190441103959384,6270,6300,0
93.77594669515018,1.7952336476613049,-0.043082596616875676,6300,6330,0
93.56761018285395,1.7933475502130236,-0.03306798535123135,6330,6360,0
93.90615701533534,1.7773403216247141,-0.019915359754665414,6360,6390,0
93.56761018285397,1.7763215535893415,-0.025225331037481022,6390,6420,0
93.54156811881694,1.7991461097658352,-0.0398798546750776,6420,6450,0
93.98428320744642,1.786688010373561,-0.02116618442401449,6450,6480,0
93.48948399074288,1.7649023595637163,-0.03785861462483822,6480,6510,0
93.593652246891,1.786703427874889,-0.02093118762541032,6510,6540,0
93.61969431092803,1.7682809718177233,-0.03787011582527432,6540,6570,0
93.90615701533534,1.781859685608184,-0.034104227385977993,6570,6600,0
93.61969431092803,1.7599099959881566,-0.020435764238747565,6600,6630,0
94.11449352763157,1.7012773199886317,-0.035860296212145384,6630,6660,0
94.53116655222402,1.5427380185328339,-0.029070870704320788,6660,6690,1
94.68741893644619,1.7312642391411388,-0.06959710485507854,6690,6720,0
95.23430228122379,1.6874891609503944,0.006408937022376976,6720,6750,0
95.23430228122379,1.7873190884118013,-0.024548347909827947,6750,6780,0
94.99992370489053,1.7683669174423076,-0.03919352463120165,6780,6810,0
94.25772487983522,1.7788759249982615,-0.023783238658533327,6810,6840,1
94.24470384781671,1.8050132407963524,-0.03808354200930165,6840,6870,0
94.29678797589077,1.7801107038419441,-0.022321535516568902,6870,6900,0
94.1405355916686,1.7755371160541549,-0.030413638433827692,6900,6930,0
94.03636733552048,1.7809842832026717,-0.03337974037152454,6930,6960,0
93.90615701533534,1.7562535114095568,-0.03230518466475708,6960,6990,0
93.54156811881694,1.7771957270356955,-0.028305612120739527,6990,7020,0
92.82541135779863,1.7690920506650678,-0.028506413365855864,7020,7050,1
91.38007680374358,1.791172406172617,-0.025767559094985716,7050,7080,0
92.0441494366878,1.7706233004309229,-0.03658585512740841,7080,7110,1
91.01548790722518,1.7637600423582886,-0.020946478778819336,7110,7140,0
93.97126217542791,1.7877045136389365,-0.03263537456801725,7140,7170,0
93.593652246891,1.784141714142678,-0.03956734857351992,7170,7200,1
91.75768673228049,1.7673805659161137,-0.026958464324721657,7200,7230,0
92.30457007705809,1.7260440456959938,-0.03599956923758253,7230,7260,0
93.46344192670585,1.762342722428026,-0.02905620454443738,7260,7290,1
92.99468477403934,1.8024220537312952,-0.023820011359986133,7290,7320,0
93.73688359909465,1.7704355798468365,-0.034193840485399855,7320,7350,1
92.08321253274335,1.7965824870443816,-0.03183324384373434,7350,7380,0
94.71346100048322,1.7694943867011725,-0.024667225290067617,7380,7410,1
91.84883395641009,1.777695508519634,-0.0237886653038789,7410,7440,1
92.52592762137283,1.7714391307844057,-0.0422898260563178,7440,7470,0
94.45304036011294,1.7671070090733167,-0.02803875302244508,7470,7500,0
94.96086060883499,1.6625673106762144,0.05757573994022878,7500,7530,0
84.88288700694287,1.8046819795277196,-0.162720261905987,7530,7560,0
95.1561760891127,1.7208797944100505,-0.03174193249185245,7560,7590,1
93.30718954248368,1.7855595685309422,-0.04957409760520641,7590,7620,0
94.36189313598334,1.7857969351464031,-0.01277485423266735,7620,7650,1
93.03374787009489,1.724286716152779,-0.037128678275372494,7650,7680,0
93.46344192670585,1.7721359683775502,-0.028290034808663968,7680,7710,1
93.2290633503726,1.7974741063293107,-0.022053859157121474,7710,7740,1
90.82017242694747,1.7616469460755915,-0.028587341149055243,7740,7770,1
93.84105185524277,1.7847651642537845,-0.04511215689520757,7770,7800,1
93.34625263853923,1.7741437697703986,-0.02446352753935699,7800,7830,0
94.17959868772414,1.7656847977920846,-0.029257132412365192,7830,7860,1
93.24208438239111,1.7725260325136307,-0.03197661957320409,7860,7890,0
93.02072683807637,1.7894190252600362,-0.020014495028253428,7890,7920,1
92.38269626916917,1.764310941376371,-0.05133459430090038,7920,7950,0
94.1405355916686,1.774788067600149,-0.019694365719031878,7950,7980,1
90.31235217822541,1.796459013004597,-0.03041977400895021,7980,8010,1
93.98428320744642,1.8003501080649185,-0.02412413755791665,8010,8040,1
94.67439790442768,1.7898702322462776,-0.0353042374299493,8040,8070,0
95.03898680094608,1.799908003433326,-0.029348290580084663,8070,8100,1
94.049388367539,1.7999792878226575,-0.023068985436649272,8100,8130,0
94.96086060883499,1.7750662648144262,-0.045029359710261424,8130,8160,1
93.74990463111317,1.8143665240345135,-0.023599899233705354,8160,8190,0
94.21866178377968,1.7785672442191447,-0.033044776896336246,8190,8220,1
93.25510541440963,1.74601433655678,-0.02004379307883231,8220,8250,1
92.33061214109512,1.8149921718086655,-0.028689560185664462,8250,8280,0
93.7759466951502,1.7740135422539896,-0.032042182838072635,8280,8310,0
93.05978993413191,1.7960366393817497,-0.036550780164224056,8310,8340,0
92.83843238981719,1.7977097280508094,-0.029079653836701524,8340,8370,1
91.15871925942882,1.7800948185759724,-0.028838567303981474,8370,8400,0
94.76554512855728,1.7551013023742097,-0.015316027037240462,8400,8430,1
93.84105185524277,1.7180307639745336,-0.05449365149402882,8430,8460,0
94.76554512855728,1.7499494214644407,-0.02368987893309512,8460,8490,0
93.43739986266883,1.7694479221486448,-0.024259101922792146,8490,8520,1
92.05717046870632,1.7607933476298763,-0.03541145295202744,8520,8550,1
93.07281096615043,1.805220709189379,-0.03584962052715034,8550,8580,0
94.64835584039065,1.7586954515449078,-0.02487453052793385,8580,8610,1
93.09885303018746,1.684563602988977,-0.04263062524591188,8610,8640,0
95.46868085755705,1.562514110112428,0.04724099577116544,8640,8670,0
89.01045242999926,1.6866388143232456,-0.17070948871792213,8670,8700,0
94.96086060883499,1.7671282023017938,-0.04269335785881969,8700,8730,0
93.54156811881694,1.7518657134926365,-0.033578981986863835,8730,8760,0
94.64835584039065,1.773823068219155,-0.01951002854531263,8760,8790,0
93.93219907937237,1.7830598570374654,-0.037430045062461836,8790,8820,0
93.74990463111317,1.7885827332631539,-0.015160270836176508,8820,8850,0
93.74990463111317,1.7883793336174412,-0.044142607014376375,8850,8880,0
93.7759466951502,1.7618310939603348,-0.018816279924213627,8880,8910,0
94.06240939955751,1.7751579191208917,-0.04126089796494662,8910,8940,0
93.82803082322425,1.7568324949505756,-0.027176951525125538,8940,8970,0
94.08845146359454,1.7518851056525162,-0.03111080489827276,8970,9000,0
93.69782050303911,1.7767279530700306,-0.030722943904202268,9000,9030,0
93.90615701533534,1.7654742405903574,-0.01554516106726247,9030,9060,0
93.88011495129831,1.8022704832546812,-0.03414553012385573,9060,9090,0
93.56761018285397,1.7787550953520432,-0.035340717280397095,9090,9120,0
94.08845146359454,1.7815434703440023,-0.03434147077674502,9120,9150,0
93.90615701533534,1.7843077084469834,-0.017205307746707105,9150,9180,0
93.72386256707614,1.788972948557525,-0.03122387754136154,9180,9210,0
94.03636733552047,1.789459793840194,-0.034248910045347664,9210,9240,0
93.98428320744642,1.7816022188847955,-0.034112568965298476,9240,9270,0
93.7759466951502,1.78048384704503,-0.032003705363762,9270,9300,0
93.48948399074288,1.7785048735597213,-0.021184236555030045,9300,9330,0
93.82803082322425,1.7830029601284845,-0.03665553429976033,9330,9360,0
93.35927367055774,1.7824355524725533,-0.019666020513161495,9360,9390,0
93.82803082322425,1.7683095986948607,-0.039510023981632586,9390,9420,0
93.93219907937237,1.7882064101350639,-0.02531054215156793,9420,9450,0
93.88011495129831,1.807898566102629,-0.029004010020018255,9450,9480,0
94.06240939955751,1.8055652639483712,-0.030721212468422614,9480,9510,0
94.11449352763158,1.7780146551235985,-0.03721687503551398,9510,9540,0
94.03636733552048,1.7664804875902294,-0.019404998110654506,9540,9570,0
94.1405355916686,1.8000199623265607,-0.03439182078276537,9570,9600,0
94.1405355916686,1.7825452052919146,-0.0347797570729053,9600,9630,0
94.03636733552048,1.7675801339300845,-0.01839613820921924,9630,9660,0
93.69782050303911,1.7759587619619632,-0.040134574174379524,9660,9690,0
93.98428320744642,1.7808809048928127,-0.021056142937571184,9690,9720,0
93.7759466951502,1.7724133410234617,-0.040711966952835514,9720,9750,0
93.98428320744642,1.7737422241345042,-0.020920237224564837,9750,9780,0
93.72386256707613,1.7906986709030073,-0.03773248217503469,9780,9810,0
93.82803082322425,1.7741822345207343,-0.021411807806400552,9810,9840,0
93.51552605477991,1.7842533794115603,-0.03837432053837243,9840,9870,0
93.85407288726128,1.7727984432444697,-0.019993311031343764,9870,9900,0
93.64573637496505,1.7638784137138948,-0.03878170168716776,9900,9930,0
93.61969431092803,1.762820101186332,-0.02729788946958225,9930,9960,0
93.64573637496505,1.7724439581728082,-0.025920398286743387,9960,9990,0
93.80198875918722,1.76888758795026,-0.026044016559606798,9990,10020,0
93.593652246891,1.7795358057355988,-0.03784863793299079,10020,10050,0
93.90615701533534,1.7881590931280242,-0.023811390399503155,10050,10080,0
94.01032527148345,1.769432117440689,-0.03948694847969258,10080,10110,0
93.90615701533534,1.7754164973536375,-0.022901627336020792,10110,10140,0
93.43739986266881,1.7785774252641842,-0.033502227019359454,10140,10170,0
93.74990463111317,1.7897201362425117,-0.03111814802308926,10170,10200,0
93.56761018285397,1.751855831027247,-0.027051906731024658,10200,10230,0
93.74990463111317,1.7852722452707928,-0.0348219485996114,10230,10260,0
93.56761018285397,1.7573462770189208,-0.0183475987561544,10260,10290,0
93.80198875918722,1.766657104617507,-0.04118496155010791,10290,10320,0
93.69782050303911,1.7768409475483251,-0.027889454084631466,10320,10350,0
93.74990463111317,1.767126793011205,-0.02986773409904131,10350,10380,0
93.35927367055774,1.7892323750045125,-0.021723416382144794,10380,10410,0
93.72386256707613,1.7742099989844258,-0.035442775729724284,10410,10440,0
93.43739986266881,1.7653492286475323,-0.03305140544416027,10440,10470,0
93.69782050303911,1.7942980118429115,-0.024825497775785084,10470,10500,0
93.43739986266883,1.7644028582546127,-0.029332182461878353,10500,10530,0
93.48948399074288,1.7847747130600784,-0.03517216305649355,10530,10560,0
93.38531573459476,1.7780912906603985,-0.023522438557134723,10560,10590,0
93.69782050303911,1.7717835889504334,-0.03619159763814093,10590,10620,0
93.593652246891,1.7751278484248376,-0.02762200517396208,10620,10650,0
93.48948399074288,1.7964558232187746,-0.035598596488284055,10650,10680,0
93.54156811881694,1.754916501885631,-0.020197057774798476,10680,10710,0
93.35927367055774,1.7363221358829668,-0.0382976087644823,10710,10740,0
93.43739986266883,1.7542760653918001,-0.03162727784376349,10740,10770,0
93.46344192670585,1.7841821243445601,-0.021279894019249315,10770,10800,0
93.56761018285397,1.7637062244156103,-0.03932387633951241,10800,10830,0
93.43739986266881,1.7622268101987941,-0.021210554701196593,10830,10860,0
93.43739986266883,1.7850254506089525,-0.03222353681156987,10860,10890,0
93.35927367055774,1.7589688609128882,-0.02722887531890466,10890,10920,0
93.67177843900207,1.7630780779704778,-0.035583455712542615,10920,10950,0
93.48948399074288,1.7609222606417232,-0.029346220738270614,10950,10980,0
93.38531573459477,1.7480543304043903,-0.03160961193375796,10980,11010,0
93.46344192670585,1.7707009689085593,-0.023715385396329343,11010,11040,0
93.61969431092803,1.7694927255276238,-0.024947483932608008,11040,11070,0
93.35927367055774,1.7577609931397684,-0.03678986660475358,11070,11100,0
94.08845146359454,1.2333562763499517,-0.044430681743908754,11100,11130,0
92.96864271000231,1.665480302034982,-0.024017054507265028,11130,11160,0
94.01032527148345,1.7464486480165649,-0.024048822237725757,11160,11190,0
93.51552605477991,1.7320506443338992,-0.030720802161516715,11190,11220,0
93.35927367055774,1.7944575221779795,-0.026366521149484238,11220,11250,0
93.35927367055773,1.8019629626108613,-0.029785317130784784,11250,11280,0
93.35927367055773,1.814095526225444,-0.031034033454508426,11280,11310,0
93.35927367055773,1.7942073465475938,-0.0297153434543875,11310,11340,0
92.81239032578013,1.7768385732242118,-0.033418647903254536,11340,11370,0
93.03374787009489,1.7100892757432726,-0.02713654854171279,11370,11400,1
92.69520103761351,1.7559893462840832,-0.028833403531397732,11400,11430,0
93.35927367055774,1.8271983973165742,-0.029265475807813815,11430,11460,0
92.65613794155796,1.8158934080396396,-0.03045463489639515,11460,11490,0
93.12489509422448,1.7814415055828057,-0.03325723034519086,11490,11520,0
93.08583199816893,1.808503366163472,-0.030373987430974882,11520,11550,0
93.28114747844663,1.7147781107263644,-0.025425818194948904,11550,11580,0
92.18738078889146,1.7587483384531197,-0.034773381690591555,11580,11610,0
92.38269626916916,1.77809340578979,-0.02375339050149884,11610,11640,0
92.57801174944689,1.7762988264751227,-0.034502501110447455,11640,11670,0
92.18738078889145,1.7800947324611915,-0.030537186890740375,11670,11700,0
92.18738078889145,1.78506591456096,-0.027293902574274838,11700,11730,0
92.4217593652247,1.7528696672976525,-0.03480934192578036,11730,11760,0
94.37491416800185,1.6614045961681887,-0.055805946713823676,11760,11790,1
88.72398972559195,1.8648845404312036,0.003568483191256496,11790,11820,1
94.92179751277945,1.785301324142332,-0.028063427502510296,11820,11850,0
93.99730423946494,1.6560613386585443,-0.0381583892395509,11850,11880,1
94.15355662368712,1.746592925301846,-0.020609918998298577,11880,11910,0
94.11449352763157,1.7872868727081543,-0.02862595807700411,11910,11940,0
93.35927367055774,1.780090398594312,-0.03088162935113043,11940,11970,0
93.12489509422446,1.7657831170002907,-0.03029453807570987,11970,12000,0
92.69520103761351,1.7889078760674475,-0.03116496937880048,12000,12030,0
92.34363317311363,1.7708591892916072,-0.029287456348446348,12030,12060,0
92.85145342183569,1.6078189861618895,-0.06848421660486945,12060,12090,0
